,materia,departamento,epoca,año,comentarios,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
,materia,departamento,epoca,año,comentarios,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,Analisis Armonico Diadico:una Introduccion,Matemática,Primer Cuatrimestre,2008,[],fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,c95162abfe3cc2010a1d0f504ba07fe9
1,Analisis Armonico I,Matemática,Segundo Cuatrimestre,2006,['Carlos es muy buen docente.'],9ec46286aec3af15c953a14b2df80104,d31376fb121cf7b3aaa510d93cbb75f0,d31376fb121cf7b3aaa510d93cbb75f0,d31376fb121cf7b3aaa510d93cbb75f0,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,7c8f627e0a2e99bd3532c6a6ca66edc2,7c8f627e0a2e99bd3532c6a6ca66edc2,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,7c8f627e0a2e99bd3532c6a6ca66edc2
2,Analisis Armonico I,Matemática,Segundo Cuatrimestre,2004,"['La materia estuvo muy bien armada y dada por Carlos. Sin embargo, faltaron clases practicas. Yo senti que quedo todo en la teoria.\n', 'Muy interesantes los temas desarrollados en la materia.\nSería bueno que,al darse en otros cuatrimestres,la materia tenga una mayor carga horaria para poder desarrollar más profundamente algunos temas.', 'Tres horas semanales de clase son definitivamente muy poco para cumplir con un programa ambicioso. Creo que siendo esta materia una optativa regular, el docente deberia haber hecho un esfuerzo por cumplir con los contenidos y no conformarse con dar solo una parte (aproximadamente la mitad). ', 'el super heroe de exactas !!! una masa !!']",a1ff4389bbd9f40bb705b91079fcd8d4,b23a16bf231152de38bc0c55b85fe899,ba0985f0e5378999814f44ac28d4b9f2,07effeb09c3e2b99c11b586188aefb49,811a29de4c09a99b3ed79eb879723b6e,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,58a28c67e9e0d45a922ad12d51ce5f00,df794675da382a962f3e9b40d1a94c9e,fcbeea92c1b15ccf91614a07d72df182,fcbeea92c1b15ccf91614a07d72df182,43584484c607e2574c237e4a77b76278,c515df9b0005c53cdd9e4fdbd3f9a399,7176cf5b8e1a51b5fe089e00d895153b,a097ef5ad7dd51f582f7ed2a452d55fb
3,Analisis Armonico I,Matemática,Segundo Cuatrimestre,2003,"['La materia me pareció excelente. El desarrollo de los temas fue muy cuidado y desarrollado con absolutamente todos los detalles. Liliana es muy prolija dando clases y es evidente la exhaustiva preparación de las mismas para que sean totalmente autocontenidas y no quede ninguna cuenta no realizada en la clase. \nComo única ""crítica"" diría que quizás, en algunas ocasiones, esto era exagerado porque implicaba demasiado tecnicismo y dificultaba seguir o descubrir la idea que había detrás de las cuentas. \nAproveché mucho la materia porque los temas que se dieron fueron muchísimos, en profundidad y con todos los detalles técnicos resueltos.', 'Me gustaron los contenidos de la materia y la forma en que fueron  dados. Las clases estaban muy bien organizadas.']",94b41ca267bca3d93a588533c7054faa,fd8daf3a7c9426346413863c8d54cab2,3fd8f5855c458825d3141a21f0c718c3,3fd8f5855c458825d3141a21f0c718c3,b210afd04a1a49dca73090570e1495da,5ae4979ed3d5df062c6ee83e7673d97f,5ae4979ed3d5df062c6ee83e7673d97f,5ae4979ed3d5df062c6ee83e7673d97f,4cce05d38ff421ba9f93726046cc397a,4cce05d38ff421ba9f93726046cc397a,40a074b75b9b672ab83ae06e005c932b,40a074b75b9b672ab83ae06e005c932b,6c0529732eaba11b5ebe50c5454c1c54,6c0529732eaba11b5ebe50c5454c1c54,547c3db7128c91446a4e33f8a0dcf318,1ebcd1709098d40e00e9101b4c2ccaf9
4,Analisis Armonico I,Matemática,Segundo Cuatrimestre,2002,['me parece interesante como tema del Analisis.'],3c41c0ef016d0e3a8431c6475a126534,512f2babfda15422d0c27af68cbb8915,59ef784f36b423aee4d2d6c5b3a610fb,9a1f4c958d87992fb392d61ea0ca2595,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,3c41c0ef016d0e3a8431c6475a126534,9a1f4c958d87992fb392d61ea0ca2595,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,713777b66e7673fc98c0b3327d6cb3f3
5,Analisis Armonico y Teoria de Aproximacion,D-matemática,Primer Cuatrimestre,2012,['Muy buenas y muy claras las clases. Siempre presenta los temas con buenas motivaciones y un raconto histórico. Excelente dominio de un pequeño pizarrón.'],d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d31376fb121cf7b3aaa510d93cbb75f0,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,1fe61e62d7ebbd9ea83c2b1d9c5469bd
6,Analisis Avanzado de Alimentos,D-química Orgánica,Segundo Cuatrimestre,2008,"['El contenido de la materia es muy interesante y completo, en la mayoria de los casos las explicaciones por parte de los docentes y del jefe de trabajos practicos de los temas fueron bastos y adecuados, en caso de las ayudantes de primera se encontro en una de ellas poca disposicion para las explicaciones dentro del horario de clase, no asi por fuera de ella y en forma particular. ']",fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,9c8c4e7d579c0f113663f42e817734c1,172ad4e692af17b68039c024129f305f,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,59ef784f36b423aee4d2d6c5b3a610fb,fd8daf3a7c9426346413863c8d54cab2,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,c95162abfe3cc2010a1d0f504ba07fe9
7,Analisis de Ambientes Continentales,P-ciencias Geologicas,Segundo Cuatrimestre,2011,[],9c8c4e7d579c0f113663f42e817734c1,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,9c8c4e7d579c0f113663f42e817734c1,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,97f6b8e3c941dae9f789239702dcf1a4,97f6b8e3c941dae9f789239702dcf1a4,fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,97f6b8e3c941dae9f789239702dcf1a4,c95162abfe3cc2010a1d0f504ba07fe9
8,Analisis de Ambientes Continentales,P-ciencias Geologicas,Segundo Cuatrimestre,2009,[],fd8daf3a7c9426346413863c8d54cab2,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,97f6b8e3c941dae9f789239702dcf1a4,59ef784f36b423aee4d2d6c5b3a610fb,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,3c41c0ef016d0e3a8431c6475a126534,59ef784f36b423aee4d2d6c5b3a610fb,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,26c57ffa19aa44afab4617c24e06fc22
9,Analisis de Ambientes Continentales,P-ciencias Geologicas,Segundo Cuatrimestre,2008,"['El curso fue EXCELENTE. Destaco por sobretodo, el conocimiento y la predisposicion de ambos docentes, el Dr. Limarino y la Dra. Alonso. \n Sugeriría tan solo un ajuste de horarios, una reorganización de los temas a dar, para calcular mejor los tiempos, y así si, llegar a dar todos los módulos con la profundidad debida.\n Gracias por la posibilidad de cursar una materia tan bien dada!']",97f6b8e3c941dae9f789239702dcf1a4,97f6b8e3c941dae9f789239702dcf1a4,fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,97f6b8e3c941dae9f789239702dcf1a4,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,c95162abfe3cc2010a1d0f504ba07fe9
10,Analisis de Ambientes Continentales,P-ciencias Geologicas,Segundo Cuatrimestre,2007,[],fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,c95162abfe3cc2010a1d0f504ba07fe9
11,Analisis de Ambientes Continentales,P-ciencias Geologicas,Segundo Cuatrimestre,2005,"['Abundante material didáctico ha sido provisto por la cátedra, lo cual ayudó, sin lugar a dudas,  a una mejor comprensión de los temas expuestos. Tal vez un tratamiento de ejemplos provenientes de localidades ajenas al área de estudio de los responsables de cátedra, enriquezca aún más el jugoso contenido de ésta última.  ']",fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,c95162abfe3cc2010a1d0f504ba07fe9
12,Analisis de Biofacies,Ciencias Geológicas,Primer Cuatrimestre,2006,"['Considero que mas alla de los tramites que implique, seria bueno aclarar al momento de la inscripcion de la materia que su nombre no responde a gran parte del contenido, ya que mas que analisis de biofacies lo tratado fue tafonomico. Aun asi, estoy conforme con la materia', 'Quería comentar hacerca de la necesidad de la entrega de las respuestas de los cuestionarios de cada tema de TP para su corrección. En ciertos casos me parece importante, como en el primer TP, en arrecifes, analisis estadístico de biofacies y en continental, ya que no se limitaban únicamente a leer y  discutir trabajos, sino que requerían una cierta elaboración personal. Pero en caso en los cuales se limitaba a leer y ""copiar"" de los trabajos me parecio (sepan disculpar) una pérdida de tiempo tanto para el JTP como para los alumnos. Esto es cierto que ""imponía"" la necesidad de leer los trabajos, pero me parece que si alguien leyó o no algo puede medirse con su participación o actitudes durante la clase.\nLuego es cierto que esto es reconocido por la misma gente encargada del dictado de las clases, pero igual debe mencionarse, es que hay un gran sesgo hacia el tratado de temas en ambiente marino y con ""invertebrados"". También es cierto que se intentan mostrar acercamientos a ambiente continental y a otros grupos, lo cual me gustaría que progrese en los siguientes años para así dar un espectro más amplio de la tafonomía en distintos grupos y ambientes.\nYa nos han contando el hecho de que cambiar el nombre de la materia es un tramite complejo y duradero, pero es relevante que su nombre sea más representativo de los temas que se tratan (algo como ""Introducción  a la Tafonomía"").    ']",6d0ea90e457ed6eddcb7ad8fdb02052a,6d0ea90e457ed6eddcb7ad8fdb02052a,df3e1cd42e4bbfaf332fe0ae8f86e06a,87527332a7d6a0eff612eeddd3d1a8e2,3fd8f5855c458825d3141a21f0c718c3,9e6d0e5ed2071548e7371ae59a52a877,9e6d0e5ed2071548e7371ae59a52a877,3fd8f5855c458825d3141a21f0c718c3,160b37b40f4f0004b49a989a3fba1af6,6d0ea90e457ed6eddcb7ad8fdb02052a,5ae4979ed3d5df062c6ee83e7673d97f,5ae4979ed3d5df062c6ee83e7673d97f,3f0901a0956735c05d2e86e6d1ec1e54,5ae4979ed3d5df062c6ee83e7673d97f,5ae4979ed3d5df062c6ee83e7673d97f,99c0489bbbcf2b35510000cadb269899
13,Analisis de Biofacies,Ciencias Geológicas,Primer Cuatrimestre,2004,['Muy buena materia. Excelente predisposición de los docentes.'],df3e1cd42e4bbfaf332fe0ae8f86e06a,fd8daf3a7c9426346413863c8d54cab2,87527332a7d6a0eff612eeddd3d1a8e2,87527332a7d6a0eff612eeddd3d1a8e2,3fd8f5855c458825d3141a21f0c718c3,b210afd04a1a49dca73090570e1495da,b210afd04a1a49dca73090570e1495da,b9006c392fa4600ce2e17a83c03d2072,3fd8f5855c458825d3141a21f0c718c3,512f2babfda15422d0c27af68cbb8915,e06289d55f2f4d07881be31f99c7e8bf,e06289d55f2f4d07881be31f99c7e8bf,9ada0805a4c1747863bf93f4b6f9447c,0293f96a6b0bdc26bbda02a8127d0487,7705a134e340a519e07cf5acc07e5356,1ebcd1709098d40e00e9101b4c2ccaf9
14,Analisis de Biofacies,Ciencias Geológicas,Primer Cuatrimestre,2003,[],dd10e7d57e53d63d6da53d63d5678a9d,512f2babfda15422d0c27af68cbb8915,512f2babfda15422d0c27af68cbb8915,512f2babfda15422d0c27af68cbb8915,512f2babfda15422d0c27af68cbb8915,97166c413b1a0cd76298e1746d97caf5,97166c413b1a0cd76298e1746d97caf5,dd10e7d57e53d63d6da53d63d5678a9d,512f2babfda15422d0c27af68cbb8915,512f2babfda15422d0c27af68cbb8915,97166c413b1a0cd76298e1746d97caf5,97166c413b1a0cd76298e1746d97caf5,5b0f2654d8e2b6db2850b183cfcec5b8,1fe61e62d7ebbd9ea83c2b1d9c5469bd,97166c413b1a0cd76298e1746d97caf5,c95162abfe3cc2010a1d0f504ba07fe9
15,Analisis de Biofacies,Ciencias Geológicas,Primer Cuatrimestre,2002,[],a5779282cbac197e48e0b47aff4602e4,fd8daf3a7c9426346413863c8d54cab2,3fd8f5855c458825d3141a21f0c718c3,a5779282cbac197e48e0b47aff4602e4,87527332a7d6a0eff612eeddd3d1a8e2,5ae4979ed3d5df062c6ee83e7673d97f,5ae4979ed3d5df062c6ee83e7673d97f,c2be14c986c800f0a5394f8512f77f28,c2be14c986c800f0a5394f8512f77f28,160b37b40f4f0004b49a989a3fba1af6,48672f48c5714ff0a183a8a0f907b9c1,48672f48c5714ff0a183a8a0f907b9c1,3f0901a0956735c05d2e86e6d1ec1e54,48672f48c5714ff0a183a8a0f907b9c1,48672f48c5714ff0a183a8a0f907b9c1,c95162abfe3cc2010a1d0f504ba07fe9
16,Analisis de Datos Categoricos,Carrera de Especialización en Estadística Para Ciencias de la Salud,Segundo Cuatrimestre,2009,[],3c41c0ef016d0e3a8431c6475a126534,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,59ef784f36b423aee4d2d6c5b3a610fb,0b45282c5909f51c75adffd65d8581fe
17,Analisis de Datos de Experimentos de Microarreglos (microarrays),Maestría en Estadística Matemática,Primer Cuatrimestre,2010,['Sugiero:\n 1) Poner mayor enfasis en el package limma que en el marray. Tal vez hasta podria eliminarse el marray por el tiempo limitado disponible.\n2) Explayarse mas en test multiples. Sugiero una practica integra de test multiples en vez de las de marray por ejemplo.'],fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,59ef784f36b423aee4d2d6c5b3a610fb,1fe61e62d7ebbd9ea83c2b1d9c5469bd,1fe61e62d7ebbd9ea83c2b1d9c5469bd,9c8c4e7d579c0f113663f42e817734c1,59ef784f36b423aee4d2d6c5b3a610fb,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,c95162abfe3cc2010a1d0f504ba07fe9
18,Analisis de Datos de Experimentos de Microarreglos (microarrays),Maestría en Estadística Matemática,Primer Cuatrimestre,2006,[],fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,59ef784f36b423aee4d2d6c5b3a610fb,fd8daf3a7c9426346413863c8d54cab2,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,1fe61e62d7ebbd9ea83c2b1d9c5469bd,3c41c0ef016d0e3a8431c6475a126534,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,c95162abfe3cc2010a1d0f504ba07fe9
19,Analisis de Datos de Tiempo de Supervivencia,Maestría en Estadística Matemática,Segundo Cuatrimestre,2005,['Seria interesante analizar casos fuera de las ciencias medicas.\n'],97f6b8e3c941dae9f789239702dcf1a4,6d0ea90e457ed6eddcb7ad8fdb02052a,df3e1cd42e4bbfaf332fe0ae8f86e06a,df3e1cd42e4bbfaf332fe0ae8f86e06a,a5779282cbac197e48e0b47aff4602e4,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,4d1549e0213ca31b3bb5eb5864fc866e,3fd8f5855c458825d3141a21f0c718c3,3fd8f5855c458825d3141a21f0c718c3,87527332a7d6a0eff612eeddd3d1a8e2,df3e1cd42e4bbfaf332fe0ae8f86e06a,df3e1cd42e4bbfaf332fe0ae8f86e06a,6d0ea90e457ed6eddcb7ad8fdb02052a,160b37b40f4f0004b49a989a3fba1af6,c95162abfe3cc2010a1d0f504ba07fe9
20,Analisis de la Varianza (paecs),Programa de Actualización en Estadística Para Ciencias de la Salud,Segundo Cuatrimestre,2005,[],9c8c4e7d579c0f113663f42e817734c1,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,d32e1dffc8a7c7cc82786c2ea1eee516,97f6b8e3c941dae9f789239702dcf1a4,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,fd8daf3a7c9426346413863c8d54cab2,97f6b8e3c941dae9f789239702dcf1a4,d32e1dffc8a7c7cc82786c2ea1eee516,fd8daf3a7c9426346413863c8d54cab2,c95162abfe3cc2010a1d0f504ba07fe9
,materia,departamento,epoca,año,comentarios,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
0,Analisis de la Varianza y Diseño de Experimentos,"D-ecologia, Genetica y Evolucion",Segundo Cuatrimestre,2012,"['Al estilo MercadoLibre... RECOMIENDO FERVIENTEMENTE ESTA MATERIA. Un lujo de trabajo docente y de calidad científica!!', 'Considero que esta materia es esencial para cualquier biologo experimental y Adriana es una excelente docente. Creo que los prácticos podrian acortarse porque la teorica es demasiado buena. La unica critica que tengo es la separacion de dias de los practicos y las teoricas que hacen que la materia para los estudiantes de doctorado sea pesadisima porque se cursa 4 dias por semana. Esto dificulta enormemente la realizacion de los experimentos y ni hablar de los que no trabajan en Ciudad Univ. Para los estudiantes de grado cursar en 4 dias o en 2 dias no les cambia porque igual cursan otra/s materia/s con lo cual igual estan ocupados a la mañana y a la tarde.', 'El curso es muy útil. Brinda herramientas para problemas de la vida real, no sólo de guías de ejercicios. Muy recomendable para doctorado. No sé si se le llegan a sacar suficiente provecho como materia de grado.\nMuy buena predisposición de los docentes frente a las consultas. En las teóricas con Adriana tenés el espacio para consultar sobre lo que necesites y siempre te vas con una respuesta. \nRealmente puedo decir que me voy con otra visión de las cosas, pudiendo ser crítica de mis propios experimentos. ', 'Excelente asignatura. Muy util y muy bien dada. Sole, una genia!', 'La materia es muy util. Sin embargo, como estudiante de posgrado (y el turno de tp estaba formado por estudiantes de posgrado) las clases practicas en ocasiones eran poco dinámicas, ya que pasabamos mucho tiempo resolviendo un mismo problema. Alguna vez resolvimos tres veces un mismo problema, primero la docente lo explicaba para todos, luego nosotros lo hacíamos en la computadora y luego se hacía una puesta en común. Incluso creeria que esta dinámica también es tediosa para un estudiante de grado. \nEl trabajo final por otra parte me parece que es una actividad muy constructiva, y se me ocurre que quizás sería piola que se empieze a trabajar durante alguna clase práctica. La materia se hace un poco pesada en carga horaria al cursarse 4 dias a la semana, para quienes trabajan ful time, y entre los parciales, los tps domiciliarios y el trabajo final es dificil encontrar el tiempo apropiado para que esas actividades sean verdaderamente una instancia mas de aprendizaje.\n Muchas gracias!', 'La modalidad del segundo módulo y su cierre sobre todo me sirvieron mucho mas que el primero', 'Me parece que estaría bueno que se hagan más ejemplos de situaciones donde no se cumplen los supuestos y como se resuelve que no de tampoco con una simple transformación... podría haber al final del cuatrimestre algunos problemas que engloben todo con estas situaciones.\n Espero que les sirva!!\n la materia es excelente! me encantó']",37ee2d80ae20a59cb1eddd752b1af43b,17304494c886c1bd9661dcc8a51385fe,dba66ef7bc490c4f37f484bbaf3a7a3a,6370fc4159a4d2ad2669818224e793e0,82ae10b030a55795074b2a3f0ebaf7b3,49581db5aac37c03c1bc5d2f1469bae2,343d948b027a167d2bec8a083c2f976c,0c3b7a0327b61e9aea6e9258d1178473,4307048934bd5f773ddb6967f679e1c5,5781dea27879a4d8a3f1f7eacb3ccbca,607e13980bc78b2647fc3a43bece7226,779874ad97bbe7660b5834b46b097f19,4cd05366180a1aaae50dfcc5bf3211fd,8634ce493defdbba519837b6d950bfe8,9403b8839cbd6495abf4595684b40d6a,0920975f5905d02f62661038142cb4d7
